,Unnamed: 0,tmdbId,title,genres,overview
1943,1943,494368,Dave Chappelle: The Bird Revelation,Comedy,"Comedy juggernaut Dave Chappelle's fourth Netflix Special, taped on November 20th, 2017 at Los Angeles' Comedy Store."
1961,1961,473812,Jerry Before Seinfeld,Comedy,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy."
1971,1971,101519,A Fantastic Fear of Everything,Comedy,"Jack is a children's author turned crime novelist whose detailed research into the lives of Victorian serial killers has turned him into a paranoid wreck, persecuted by the irrational fear of being murdered. When Jack is thrown a life-line by his long-suffering agent and a mysterious Hollywood executive takes a sudden and inexplicable interest in his script, what should be his big break rapidly turns into his big breakdown, as Jack is forced to confront his worst demons; among them his love life, his laundry and the origin of all fear."
2006,2006,356305,Why Him?,Comedy,A dad forms a bitter rivalry with his daughter's young rich boyfriend.
2038,2038,381341,Perfect Strangers,Comedy|Drama,"During a dinner, a group of friends decide to share whatever message or phone call they will receive during the evening, with unforeseen consequences."
2053,2053,401847,Can You Ever Forgive Me?,Comedy|Crime|Drama,"When a bestselling celebrity biographer is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception."
2069,2069,308639,Dope,Comedy|Drama,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself."
2136,2136,138697,Don Jon,Comedy|Drama|Romance,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love."
2148,2148,373976,The PHD Movie 2,Comedy,"The Nameless Grad Student and his group must travel to an important academic conference and square off against a rival group as they compete for results and grant money. Meanwhile, Cecilia's advisor is going on sabbatical, which means she has to finish writing her thesis or be stuck in grad school another year."
2163,2163,213417,How to Be a Man,Comedy,"When former comedian Mark McCarthy is faced with a rare form of cancer, he hires a young, impressionable cameraman to document his crude and comical lessons on what it means to be a man for his unborn son."
2166,2166,295748,Coming Soon,Action|Comedy|Drama,"Pirated DVD seller Zafer who is formerly an extra in movies, swore to give up illegal works when his wife wanted to get divorce. To win his family back, he and his old-fashioned crew decided to make a movie called ""Summit - The End Of Evil"" which is a fantastic science fiction movie and couldn't be shot since 1977. A funny, entertaining and emotional journey awaits him who waded into this adventure with his unqualified crew."
2168,2168,408159,The Young Offenders,Comedy,"Two teenage boys from inner-city Cork steal bicycles and ride off on a 160km quest to find an unrecovered bale of cocaine worth 7,000,000 euros."
2205,2205,205220,Philomena,Comedy|Drama,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent."
2207,2207,116741,The Internship,Comedy,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.
2224,2224,298096,The Cleanse,Comedy|Drama|Fantasy,"The story of a heartbroken man who attends a spiritual retreat, only to discover that the course releases more than everyday toxins and traumatic experiences."
2233,2233,261392,American Ultra,Action|Comedy|Sci-Fi|Thriller,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive."
2245,2245,303867,World of Tomorrow,Animation|Comedy,A little girl is taken on a mind-bending tour of her distant future.
2258,2258,145220,Muppets Most Wanted,Adventure|Comedy|Crime,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick."
2277,2277,278236,X+Y,Comedy|Drama,A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.
2289,2289,347031,Swiss Army Man,Comedy|Drama|Romance,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams."
2306,2306,460048,Heavy Trip,Comedy,"Turo is stuck in a small village and the best thing in his life is being the lead vocalist for the amateur metal band Impaled Rektum. He and his bandmates have practiced for 12 years without playing a single gig. The guys get a surprise visitor from Norway -- the promoter for a huge heavy metal music festival -- and decide it's now or never. They steal a van, a corpse, and even a new drummer to make their dreams a reality."
2311,2311,442062,Goosebumps 2: Haunted Halloween,Adventure|Children|Comedy|Fantasy|Horror,"Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!"
2327,2327,435126,Perfect Strangers,Comedy|Drama,"During a lunar eclipse, seven friends gather for dinner and decide to play a game in which they must share with each other the content of every message, email or phone call they receive throughout the evening."
2331,2331,230211,Bros Before Hos,Comedy,"Because of a bad marriage of their parents, two brothers Jules and Max made a pact never to get into a relationship with a woman. Therefore, they live a party-life in which they sleep with a different girl every day. However this changes when Jules starts to date Anna and Max falls in love with her. Can their bromance overcome this love triangle."
2360,2360,253272,The Mule,Comedy|Crime|Drama,"In 1983, a naive man is detained by Australian Federal Police with lethal narcotics hidden in his stomach. After being apprehended, ‘The Mule’ makes a desperate choice... to defy his bodily functions and withhold the evidence – literally."
2375,2375,268238,The Second Best Exotic Marigold Hotel,Comedy|Drama,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.
2380,2380,601744,Loqueesha,Comedy|Drama,A white guy pretends to be a black female talk radio host and becomes a huge hit.
2395,2395,331313,Keeping Up with the Joneses,Comedy,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.
2399,2399,338768,Please Stand By,Comedy|Drama,"A young autistic woman runs away from her caregiver in order to boldly go and deliver her 500-page Star Trek script to a writing competition in Hollywood. On an adventure full of laughter and tears, Wendy follows the guiding spirit of Mr. Spock on her journey into the unknown."
2411,2411,515195,Yesterday,Comedy|Romance,"Jack Malik is a struggling singer-songwriter in an English seaside town whose dreams of fame are rapidly fading, despite the fierce devotion and support of his childhood best friend, Ellie. After a freak bus accident during a mysterious global blackout, Jack wakes up to discover that he's the only person on Earth who can remember The Beatles."
2415,2415,267193,Grimsby,Comedy,"Wrongfully accused and on the run, a top MI6 assassin joins forces with his long-lost, football hooligan brother to save the world from a sinister plot."
2417,2417,114750,Dear White People,Comedy|Drama,"Four college students attend an Ivy League college where a riot breaks out over an ""African-American"" themed party thrown by white students. With tongue planted firmly in cheek, the film explores racial identity in 'post racial' America while weaving a story about forging one's unique path in the world."
2455,2455,118931,After School Midnighters,Action|Animation|Children|Comedy|Fantasy,Houkago Midnighters is about a human anatomical model that comes to life at midnight in a school.
2475,2475,118624,Doomsday Book,Comedy|Drama|Horror|Sci-Fi,"In 'A Brave New World', a virus brings the city to ruins and zombies flood the streets of Seoul. In 'The Heavenly Creature', a robot reaches enlightenment while working at a temple, but its creators deem this phenomenon a threat to mankind. In the final segment, 'Happy Birthday', a young girl logs onto a strange website and places an order for a new billiard ball for her father. Soon afterwards a meteor heads toward Earth and people flee to underground bomb shelters."
2478,2478,211954,Instructions Not Included,Comedy|Drama,"Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico."
2484,2484,295693,The Boss Baby,Animation|Children|Comedy,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim."
2495,2495,228194,The Hundred-Foot Journey,Comedy|Drama,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.
2514,2514,246320,The Three Brothers: The Return,Comedy,"Three brothers are reunited on the occasion of the death of his mother. The three are in a difficult stage of their lives due to economic difficulties: Bernard is a failed actor, Didier pretends to be a professor of philosophy when, in fact, is selling sex toys and Pascal lives off a rich sexagenarian. Accompanied by Sara, the teenage daughter of Bernard, they live surprising encounters while new problems appear."
2519,2519,244264,Laggies,Comedy|Romance,"Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig."
2552,2552,192134,Dom Hemingway,Comedy|Crime|Drama,"After spending 12 years in prison for keeping his mouth shut, notorious safe-cracker Dom Hemingway is back on the streets of London looking to collect what he's owed."
2557,2557,423453,Sahara,Adventure|Animation|Children|Comedy,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.
2561,2561,359460,The Accidental Detective,Comedy|Thriller,A cold-case enthusiast blogger and a washed-up veteran detective team up for a joint investigation to rescue their innocent friend who is framed for murder.
2567,2567,297222,PK,Comedy|Drama|Fantasy|Mystery|Romance,"A stranger in the city asks questions no one has asked before. Known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go."
2575,2575,158743,Computer Chess,Comedy,"At the American Computer Chess Convention, enthusiasts gather to pit their programs against other computer chess programs and human players in a tournament for a grand prize of $7500."
2612,2612,241843,Cooties,Comedy|Horror,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
2669,2669,373209,Izzy Gets the F*ck Across Town,Comedy,A woman at rock bottom must find her way across Los Angeles in order to crash her ex-boyfriend's engagement party.
2679,2679,229297,Magic in the Moonlight,Comedy|Drama|Romance,"Set in the 1920s French Riviera, a master magician is commissioned to try and expose a psychic as a fraud."
2698,2698,399231,The Carer,Comedy,"Dorottya is a young Hungarian actress with a burning desire: to make it on the English stage. Legendary actor, Sir Michael Gifford suffers from an incurable disease, and has one desire: be left alone. When Dorottya becomes his carer they both hope their wish will be fulfilled."
2700,2700,529207,Crime Wave,Comedy|Crime,Leyre lives a quiet and comfortable life which ends abruptly when an act of rage of her teenage son leads her to protect him by any means necessary.
2706,2706,373569,Snatched,Action|Comedy,"When her boyfriend dumps Emily, a spontaneous woman in her 30s, she persuades her ultra-cautious mom to accompany her on a vacation to Ecuador. When these two very different women are trapped on this wild journey, their bond as mother and daughter is tested and strengthened while they attempt to navigate the jungle and escape."
2710,2710,323675,Ride Along 2,Action|Comedy,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product."
2719,2719,277217,Descendants,Action|Adventure|Comedy,"A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay)."
2721,2721,458534,Rolling to You,Comedy|Romance,"Jocelyn is a selfish and misogynist businessman. He tries to seduce a young pretty woman by pretending to be handicapped, till the day he meets her sister, who is also in a wheelchair."
2775,2775,402897,The Death of Stalin,Comedy,"When dictator Joseph Stalin dies, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble, brawl and back-stab their way to the top, the question remains — just who is running the government?"
2803,2803,431530,A Bad Moms Christmas,Comedy,"Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers."
2832,2832,257450,Piranha Sharks,Comedy|Horror,"Great white sharks bio-engineered to be the size of piranhas with the purpose of living in rich peoples exotic aquariums, terrorize New York City when they get into the water supply and do what great white sharks do best."
2833,2833,279690,He Never Died,Comedy|Drama|Horror,Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.
2846,2846,381032,Another Evil,Comedy,"After encountering a ghost in his family's vacation home, Dan and his wife Mary hire an ""industrial-grade exorcist"" named Os to get rid of the beings."
2863,2863,457786,Sperm Whale: Roya's Selection,Comedy,"Arjang, A 50-year old man, has loved Roya from his childhood years but he has failed to marry her due to some reasons. Roya migrates to the united states with her family due to some social restrictions of 1980s. Arjang who has never forgotten Roya, meets her different times later but each time he fails to marry her again. He has 50 now and is a wealthy man, so he insists Roya to stay in Iran and marry him."
2889,2889,280217,The Lego Movie 2: The Second Part,Action|Adventure|Animation|Children|Comedy,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild."
2899,2899,70793,The Big Night,Comedy,"An ageing punk-with-a-dog and his brother the conformist decide to get their revenge on a shopping mall.  Directing duo Benoit Delepine and Gustave Kervern, longstanding comic crusaders against capitalism, again set out to surprise and shock the bourgeois audience."
2903,2903,463861,Jealous,Comedy,"A divorced teacher suddenly becomes jealous of everyone, including her daughter, friends and neighbors."
2928,2928,82424,Small Fry,Adventure|Animation|Children|Comedy|Fantasy,A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.
2950,2950,502149,Being Frank,Comedy,A seventeen-year-old boy blackmails his father after discovering his secret second family
2957,2957,399725,Ideal Home,Comedy|Drama,A couple is going through marital troubles made worse when a previously unknown grandson shows up.
2958,2958,205022,Chennai Express,Action|Adventure|Comedy,"Rahul embarks on a journey to a small town in Tamil Nadu to fulfill the last wish of his grandfather: to have his ashes immersed in the Holy water of Rameshwaram. En route, he meets a woman hailing from a unique family down South. As they find love through this journey in the exuberant lands of South India, an unanticipated drive awaits them."
2964,2964,86705,John Mulaney: New in Town,Comedy,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom."
2967,2967,86517,It's Such a Beautiful Day,Animation|Comedy|Drama,The concluding chapter of Don Hertzfeldt's animated trilogy of shorts about a man named Bill and his wavering mental state.
2986,2986,337677,Microbe and Gasoline,Comedy,Two young friends embark on a road trip across France in a vehicle they built themselves.
3017,3017,353069,Mother's Day,Comedy,"Sandy is a stressed-out, single mom who learns that her ex-husband is marrying a younger woman. Her friend Jesse's parents don't know that she has a family or that  her sister, Gabi is married to a woman. Jesse's friend, Kristin, is juggling motherhood of a toddler, a patient boyfriend who keeps proposing, and searching for her biological mother. Bradley is a widower who's trying to raise two daughters on his own, while Miranda is too busy with her career to worry about children. When their respective problems intersect and start coming to a head, the Mother's Day holiday takes on a special meaning for all."
3034,3034,347969,The Ridiculous 6,Comedy|Western,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers."
3040,3040,241448,Village People,Comedy,"Urho Kaleva Kekkonen, the long-time president of the Republic of Finland, is scheduled to visit Alli’s Bar on his way to northern Finland. He is blindly worshiped and the nearer the visit draws, the more envy, competition and dirty tricks come to bear in this small town setting. No one is spared the brutality!"
3081,3081,558341,Trevor Noah: Son of Patricia,Comedy,"Trevor Noah gets out from behind the ""Daily Show"" desk and takes the stage for a stand-up special that touches on racism, immigration, camping and more."
3100,3100,530294,Void,Comedy|Drama|Romance,"Eero’s career as an author is spiraling down: he just can’t get started with his new novel. The ambitious actor Pihla is about to get her international break. Neither of them is willing to sacrifice their career even though their relationship is doing worse than ever. Void is a comedy-drama about the price of success and the agony of failure, and about situations where your partner just doesn’t get it."
3104,3104,214030,Fading Gigolo,Comedy,"Fioravante decides to become a professional Don Juan as a way of making money to help his cash-strapped friend, Murray. With Murray acting as his ""manager"", the duo quickly finds themselves caught up in the crosscurrents of love and money."
3152,3152,499153,Pig,Comedy|Drama,"A serial killer is going around killing Iran's most beloved filmmakers. Hasan, a blacklisted filmmaker himself, is depressed and wonders: why isn't he being targeted?"
3186,3186,298382,The Dressmaker,Comedy|Drama|Thriller,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town."
3190,3190,301566,Too Many Cooks,Comedy,"""Too Many Cooks"" is a humorous parody of US sitcoms of the 1970s and the 1980s."
3213,3213,320996,Iliza Shlesinger: Freezing Hot,Comedy,"Smart and brazen comedian Iliza Shlesinger shares her unflinchingly honest observations on the differences between men and women. Filled with hashtag-able catch phrases, this is a laugh-out-loud revelation exposing some of women’s best kept - and ugliest - secrets, including truths about first date attire, fantasy break-ups and the tireless pursuit of not being cold while still looking hot."
3216,3216,103370,Madea's Witness Protection,Comedy,"For years, mild-mannered Wall Street banker George Needleman has meandered through life oblivious to his family's dysfunction and his company's malfeasance, but he's forced to wake up when he learns that he's been framed in a mob-backed Ponzi scheme. Placed under federal protection, George and his family are shipped down South to Madea's house, where the no-nonsense matriarch whips them all into shape using her special brand of tough love."
3230,3230,515248,Someone Great,Comedy|Romance,"An aspiring music journalist lands her dream job and is about to move to San Francisco when her boyfriend of nine years decides to call it quits. To nurse her broken heart, she and her two best friends spend one outrageous last adventure in New York City."
3245,3245,523172,Late Night,Comedy|Drama,"A legendary late-night talk show host's world is turned upside down when she hires her only female staff writer. Originally intended to smooth over diversity concerns, her decision has unexpectedly hilarious consequences as the two women separated by culture and generation are united by their love of a biting punchline."
3270,3270,277688,Suburban Gothic,Comedy|Horror,"An awkward, unemployed man who can talk to the dead teams up with a rebellious bartender to find the vengeful ghost that's been terrorizing their town."
3281,3281,220714,Grand Masti,Comedy|Drama|Romance,"Meet, Prem, and Amar look to have a blast at their college reunion, though they soon find themselves in another predicament."
3283,3283,268660,Bangalore Days,Comedy|Drama|Romance,"A fun roller coaster ride about three young people, Aju, Divya and Kuttan who are cousins, reach Bangalore to dream, discover & explore!"
3296,3296,340402,Almost Christmas,Comedy,"Walter Meyer is a retired mechanic who lost the love of his life one year earlier. Now that the holiday season is here, he invites daughters Rachel and Cheryl and sons Christian and Evan to his house for a traditional celebration. Poor Walter soon realizes that if his bickering children and the rest of the family can spend five days together under the same roof, it will truly be a Christmas miracle."
3308,3308,243938,Hot Tub Time Machine 2,Comedy|Sci-Fi,"After their first adventure with the Hot Tub Time Machine, Lou and Nick are living very well off their ill-gotten gains, while Jacob still cannot rely on Lou to be a positive role model. When an unknown assailant breaks into Lou's mansion and shoots him, Nick and Jacob take him for another trip in the hot tub. They emerge in the year 2025, where they must figure out who shot Lou and prevent it from happening again."
3316,3316,288171,Blue Mountain State: The Rise of Thadland,Comedy,"With Blue Mountain State football star Thad Castle recently signing a multi-million dollar NFL contract, his teammates and college life seem like a distant memory. However, when a new school dean threatens to clean up the BMS image by auctioning off the infamous Goat House, Alex, Sammy and the boys must find a way to convince him to get involved. Despite his new fortune and fame, there is one small favor that Thad needs done before he saves the day: the biggest booze-and-sloot fest in BMS history. Welcome to Thadland!"
3340,3340,456193,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Comedy,"In this new stand-up special, Norm Macdonald delivers sly, deadpan observations from an older -- and perhaps even wiser -- point of view."
3351,3351,266639,Jem and the Holograms,Adventure|Comedy|Drama|Fantasy,"As a small-town girl catapults from underground video sensation to global superstar, she and her three sisters begin a one-in-a-million journey of discovering that some talents are too special to keep hidden. Four aspiring musicians will take the world by storm when they see that the key to creating your own destiny lies in finding your own voice."
3353,3353,324807,A Bigger Splash,Comedy|Crime|Drama|Mystery,"An American couple, Paul and Marianne, spend their vacation in Italy and experience trouble when Marianne invites a former lover and his teenage daughter to visit, which leads to jealousy and dangerous sexual scenarios."
3376,3376,387893,Ice Age: The Great Egg-Scapade,Adventure|Animation|Children|Comedy,"A harried prehistoric bird mother entrusts her precious, soon-to-hatch egg to Sid. When she recommends him to her neighbours, business booms at his new egg-sitting service. However, dastardly pirate bunny, Squint, who is seeking revenge on the herd, steals, camouflages and hides all the eggs. Once again, with Squint’s twin brother assisting, Manny, Diego and the rest of the gang come to the rescue and take off on a daring mission that turns into the world’s first Easter egg hunt."
3388,3388,430945,"Ron Goossens, Low Budget Stuntman",Action|Comedy,"Alcoholic and low budget stuntman Ron Goossens has to get The Netherlands' most successful actrice between the sheets in order to save his own marriage. Will he succeed? A new outrageous comedy from the writers/directors of New Kids Turbo, New Kids Nitro and Bros Before Hos."
3412,3412,451709,Lucas Brothers: On Drugs,Comedy,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson."
3438,3438,308638,The D Train,Comedy,"With his 20th reunion looming, Dan can’t shake his high school insecurities. In a misguided mission to prove he’s changed, Dan rekindles a friendship with the popular guy from his class and is left scrambling to protect more than just his reputation when a wild night takes an unexpected turn."
3451,3451,472734,Dumplin',Comedy|Drama,"To prove a point about measuring up and fitting in, Texas teen Willowdean “Dumplin’” Dickson enters a local pageant run by her ex-beauty queen mom."
3474,3474,253306,Housebound,Comedy|Horror|Thriller,"When Kylie Bucknell is sentenced to home detention, she's forced to come to terms with her unsociable behaviour, her blabbering mother and a hostile spirit who seems less than happy about the new living arrangement."
3477,3477,172533,Drinking Buddies,Comedy|Drama|Romance,"Weekend trips, office parties, late night conversations, drinking on the job, marriage pressure, biological clocks, holding eye contact a second too long… you know what makes the line between “friends” and “more than friends” really blurry? Beer."
3504,3504,268920,Hot Pursuit,Action|Comedy,An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.
3512,3512,139038,A Haunted House,Comedy|Horror,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years."
3517,3517,624932,Dave Chappelle: Sticks & Stones,Comedy,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special."
3543,3543,517909,The Laundromat,Comedy|Crime|Drama,"When her idyllic vacation takes an unthinkable turn, Ellen Martin begins investigating a fake insurance policy, only to find herself down a rabbit hole of questionable dealings that can be linked to a Panama City law firm and its vested interest in helping the world's wealthiest citizens amass larger fortunes."
3548,3548,442353,The Time of Their Lives,Comedy,"Determined to gatecrash her ex-lover's funeral on glamorous French hideaway Île de Ré, former Hollywood siren Helen escapes her London retirement home with help of repressed English housewife Priscilla and they hit the road together in a race to get to the funeral on time."
3563,3563,387592,Early Man,Animation|Children|Comedy,"Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport."
3620,3620,433941,Dave Made a Maze,Adventure|Comedy|Horror,"Dave, an artist who has yet to complete anything significant in his career, builds a fort in his living room out of pure frustration, only to wind up trapped by the fantastical pitfalls, booby traps, and critters of his own creation. Ignoring his warnings, Dave’s girlfriend Annie leads a band of oddball explorers on a rescue mission. Once inside, they find themselves trapped in an ever-changing supernatural world, threatened by booby traps and pursued by a bloodthirsty Minotaur."
3623,3623,323676,The Boss,Comedy,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget."
3627,3627,380124,Boo! A Madea Halloween,Comedy|Horror,"Madea winds up in the middle of mayhem when she spends a hilarious, haunted Halloween fending off killers, paranormal poltergeists, ghosts, ghouls, and zombies while keeping a watchful eye on a group of misbehaving teens."
3678,3678,206821,The Longest Week,Comedy|Drama,"Left broke and homeless by his wealthy parents' divorce, a young man moves in with an old friend and finally meets the woman of his dreams -- only to discover she's already dating his friend."
3685,3685,387252,Kadhalum Kadanthu Pogum,Comedy|Drama|Romance,"An unlikely romance brews between a tough-acting thug with a tender heart, and a recently single, IT consultant neighbor, in this lighthearted and wacky twist of a romantic comedy."
3700,3700,287903,Krampus,Comedy|Fantasy|Horror,"When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas.  Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers."
3776,3776,513083,Wine Country,Comedy,"A group of friends head to the land of oaky Chardonnays and big, bold Cabernet Sauvignons for one member of the squad’s 50th birthday party."
3834,3834,181330,Kevin Hart: Let Me Explain,Comedy|Documentary,"Captures the laughter, energy and mayhem from Hart's 2012 ""Let Me Explain"" concert tour, which spanned 10 countries and 80 cities, and generated over $32 million in ticket sales."
3839,3839,287486,The Grump,Comedy,"A stubbornly traditional eighty-year-old farmer - whose social attitudes verge on the prehistoric - raises hell when he is forced to move in with his sadsack, city-dwelling son and domineering daughter-in-law."
3848,3848,479918,Qarib Qarib Singlle,Comedy|Drama|Romance,"Yogi and Jaya, who have polar opposite personalities and sensibilities, meet via an online dating app. This encounter turns into so much more when the two travel to Rishikesh."
3912,3912,209410,Shuddh Desi Romance,Comedy|Drama|Romance,A journey of three restless young people who junk the society's syllabus for finding love and decide to follow their heart.
3946,3946,304410,The Bélier Family,Comedy,"The whole Bélier family is deaf, except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes."
3976,3976,278154,Ice Age: Collision Course,Adventure|Animation|Children|Comedy,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations."
3988,3988,361839,The Web,Comedy|Drama|Romance|Sci-Fi,"Microsoft Founder Bill Gates has implanted computer chips into asteroids in a diabolical scheme, and one hacker must stop him."
4017,4017,256092,Drive Hard,Action|Comedy|Crime,A former race car driver is abducted by a mysterious thief and forced to be the wheel-man for a crime that puts them both in the sights of the cops and the mob.
4025,4025,335777,The Nut Job 2: Nutty by Nature,Adventure|Animation|Children|Comedy,"When the evil mayor of Oakton decides to bulldoze Liberty Park and build a dangerous amusement park in its place, Surly Squirrel and his ragtag group of animal friends need to band together to save their home, defeat the mayor, and take back the park."
4046,4046,332506,I Fine.. Thank You..Love You,Comedy|Romance,"Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan."
4084,4084,228165,The SpongeBob Movie: Sponge Out of Water,Adventure|Animation|Children|Comedy,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes."
4101,4101,460668,I Feel Pretty,Comedy,A head injury causes a woman to develop an extraordinary amount of confidence and believe she's drop dead gorgeous.
4125,4125,282268,Monty Python Live (Mostly),Animation|Comedy|Musical,"Celebrate the last night of the Pythons on the big screen! - With John Cleese, Eric Idle, Terry Gilliam, Terry Jones and Michael Palin."
4146,4146,341689,How to Talk to Girls at Parties,Comedy|Romance|Sci-Fi,"In 1970s London, a teenage outsider named Enn falls in love with a rebellious alien girl named Zan, who has come to Earth for a party. Together, they navigate the complexities of intergalactic culture and the trials of first love."
4194,4194,250624,Jay Mohr: Funny for a Girl,Comedy,"Jay Mohr's newest one hour special, and the first in over 7 years, is a hilarious set of stories of the challenges of raising two kids, keeping his family on the right path, along with his legendary impressions (Christopher Walken, Norm MacDonald, Adam Sandler and a host of others) and riotous real life Hollywood stories. As Jay says, ""the stories are all true"" and they're all funny too."
