,Unnamed: 0,tmdbId,title,genres,clean_overview
33128,33128,191120,"Kevin Nealon: Whelmed, But Not Overly",Comedy,standup comedian television star author kevin nealon headline new comedy special find new father daunted fear insecurity doubt slightly taped enthusiastic denver colorado audience special find popular funny man top form
33145,33145,185008,Yeh Jawaani Hai Deewani,Comedy|Drama|Musical|Romance,trekking trip introverted naina fall charming whose thirst adventure drive apart year later path cross
33299,33299,188194,Rezeta,Comedy|Drama,model lead freewheeling life mexico city fall love artist
33327,33327,571451,The Last Laugh,Comedy,moving retirement home restless talent manager al reconnects client buddy coax back comedy circuit
33334,33334,293654,Corporate Event,Comedy,igor senior manager furniture showroom dream promoted one morning office party find showroom completely trashed staff claim left night everything order disaster igor whose career stake trying reconstruct event fateful night igor learns shocking detail colleague nocturnal escapade
33411,33411,577533,Extracurricular Activities,Comedy|Drama|Romance,outrageous life reagan collins model high school student killer job involves arranging accident classmate parent seasoned police detective cliff dawkins start putting piece together battle wit see reagan keep business booming
33488,33488,441091,Future '38,Comedy|Romance|Sci-Fi,american agent 1938 travel time hamstring hitler transported year 2018 hoodwinks hoodlum infuriates fuhrer go gaga gal 80 year junior
33502,33502,349498,Flying Colors,Comedy|Drama,high school girl sayaka bottom class year improved deviation value 30 70 passed keio university considered one difficult enter japan
33523,33523,408490,It Came from the Desert,Action|Comedy|Horror,new mexico present day brian lukas desert join kegger party celebrate lukas victory motocross competition winning prize includes meeting deathinator biggest action star world party get started hot desert sun brian mood wanders soon joined friend lukas discover something strange desert lead secret military laboratory discover disturbing truth government secret experiment ant spider using dna found meteorite fell earth 1951 given birth mutated giant ant overrun facility brian lukas save world giant ant invasion
33573,33573,152480,Love Is Love,Comedy|Drama,czech romantic comedy hit love love tell story maruska blind girl student conservatory music dream love family despite blindness dream guy curly blonde hair blue eye end falling love dark eyed swarthy marek maruska life overly protective grandfather preocupied love maruska neighbor best friend constantly struggling headstrong mother refuse accept son gay blame everyone else even husband son deviation fate main character unexpectedly intertwined told humorous touching situation laced subtle irony hyperbole life funny situation difficult test unexpected revelation surprising twist character experience time behave blindly forget listen heart
33621,33621,331161,See You In Valhalla,Comedy|Drama,bizarre death brother johana burwood must return home four year face strange sibling touch father touchy past
33636,33636,113091,Lust for Love,Comedy|Romance,winning childhood sweetheart create problem solves
33654,33654,434273,Mr. Stein Goes Online,Comedy|Romance,pierre widowed retired house two year discovers joy internet thanks alex young man hired daughter teach basic computer science meeting place charming young woman flora63 seduced romanticism pierre offer first date lover pierre back profile put picture alex pierre must convince young man meet flora place
33674,33674,278095,A Gift with a Character,Children|Comedy,panda fun misha forced work panda costume child party thirty year old life tiny apartment outskirt moscow serious job everything like invited birthday party son oligarch artyom nine year old secret plan misha help implement boy panda go journey across country constantly getting incredible situation
33717,33717,592136,Kevin Hart: Irresponsible,Comedy,comedian kevin hart talk family travel year full reckless behavior front live crowd london
33724,33724,605048,Supervized,Comedy,four aging superheroes retirement home ireland come together one last hurrah
33833,33833,376482,Tom Segura: Mostly Stories,Comedy,bearded bawdy comically bitter tom segura get real body piercings area 51 men body lie told mike tyson
33861,33861,264569,Dave Attell: Road Work,Comedy,2014 standup special originally aired comedy central
33895,33895,116488,All About My Wife,Comedy|Romance,man asks womanizer seduce wife order catalyze divorce
33924,33924,421774,Dr. Brinks & Dr. Brinks,Comedy|Drama,estranged sibling marcus michelle brink reunited sudden death parent two aid worker barely knew day following wake sibling ca help turn current life relationship chaos forced reckon shared past
33956,33956,510388,Villains,Comedy|Crime|Thriller,car break couple run headed southbound fresh start sunshine state break nearby house looking new set wheel find instead dark secret pair homeowner anything keep getting
34001,34001,395982,Prevenge,Comedy|Drama|Fantasy|Horror|Thriller,pregnant widow believing guided unborn child embarks homicidal rampage
34006,34006,98581,8 First Dates,Comedy,vera famous tv personality wake nikita bed hard day partying next day wake thing happens
34133,34133,115712,Either Way,Comedy|Drama,two employee icelandic road administration spend summer painting line winding road find crossroad life
34313,34313,568693,The Amazing Johnathan Documentary,Comedy|Documentary,begin documentary following final tour dying magician amazing johnathan becomes unexpected increasingly bizarre journey filmmaker struggle separate truth illusion
34328,34328,392976,Dusky Paradise,Comedy|Drama,death parent apathetic young man travel foreign country live house look turtle
34445,34445,96458,The Saga of Biorn,Animation|Comedy,old viking determined reach valhalla warrior afterlife full excessive drinking debauchery gain entry die honorably battle discovers right death easy
34499,34499,84171,About Face: Supermodels Then and Now,Comedy|Documentary,intimate view woman whose image defined sense beauty past five decade uncensored look many biggest name modeling movie reveals story behind magazine cover displaying multicultural pioneer woman candidly interviewed studio share experience idea longevity philosophy life fashion industry elegant archival footage interview designer calvin klein agency head eileen ford round absorbing chronicle
34572,34572,329263,Suck Me Shakespeer 2,Comedy,satisfied new work early getting correcting exam annoy director gerster want improve image want symbol new company achieve want take away partnership schillergymnasium thai school schnabelstedt 10b must go school trip thailand
34592,34592,420967,Girlfriends of Christmas Past,Comedy|Romance,three hilarious woman join force seek ultimate revenge cheating ex upcoming holiday retreat love struck event planner livvy meet carter property manager organizing leaving livvy question leave revenge scheme long enough finally forgive ex let real holiday romance blossom
34648,34648,433410,Self-Criticism of a Bourgeois Dog,Comedy,story dog title frame narrative explains came transformed unemployed communist filmmaker canine philosophical bent unable finance new project young director julian tell foreign exchange student camille job countryside research upcoming film camille offer help forced uphold lie plantation proletarian idyll hoped fortunately reincarnation francis assisi provides spiritual insight new aim life
34700,34700,174314,Bottled Up,Comedy|Drama,solitary woman melissa leo earning living delivering mail body piercing make every attempt help volatile adult daughter marin ireland get foot neglect channeling womanly desire houseplant even charismatic industrious environmentalist josh hamilton move
34736,34736,219318,The Volcano,Comedy,eruption icelandic volcano cause major disruption traveler plan around world alain catastrophe make small greek village time daughter wedding divorced couple whose mutual hatred know bound obliged set road together
34762,34762,138719,Super Demetrios,Adventure|Comedy|Sci-Fi,surreal parallel universe thessaloniki superhero super demetrios posing dimitris christoforidis journalist golden jerusalem magazine fight truth justice ideal dark night city worst nightmare return captain back determined meet goal claiming true name name entitled name becomes two protagonist drawn conflict toy viewer patience climax film archetypal battle good evil
34846,34846,361181,Trouble on Wheels,Comedy,death wife father kudret always lived book decides go road trip save girl
34882,34882,454283,Action Point,Comedy,daredevil design operates theme park friend
34929,34929,293491,Raspberry Boat Refugee,Comedy,mikko virtanen feel like swedish soul trapped finnish body full disgust everything finnish see sweden heaven upon meeting suicidal swedish psychologist mikael anderson seizes opportunity identity switch raspberry boat refugee comedy cultural difference nordic country nationalism least prejudice neighbour also prof futile try escape oneself
34999,34999,433621,Get the Girl,Action|Comedy|Crime|Thriller,wealthy young man conned staging fake kidnapping order hero win affection girl madly love one hired kidnapper accidentally killed charade forced actually save life revealing ruse along
35030,35030,259720,2 States,Comedy|Drama|Romance,man woman come two different cultural background decide wo get married convince parent feared difference family pose hurdle
35040,35040,402688,Abracadabra,Comedy,housewife struggle husband possessed ghost
35127,35127,256273,The Fluffy Movie,Comedy,comic gabriel iglesias delight audience unity laughter tour span 400 city 23 country set iglesias nicknamed fluffy pounce topic like communicating teenage son struggling weight performing concert tour across india handling reappearance father absence
35207,35207,349045,Looney Tunes: Rabbits Run,Animation|Comedy,lola bunny invents perfume adverse effect turning people invisible sending cab driver bug bunny run fbi another shady group seek formula
35223,35223,335819,B/W,Comedy|Crime|Sci-Fi,nurick yaroslav trying robe criminal bos unfortunately nurick dy return world mission guardian angel yaroslav
35296,35296,404022,Jim Jefferies: Freedumb,Comedy,returning second netflix comedy special jim jefferies unleashes famously ferocious black humor packed house nashville tennessee
35621,35621,510265,Magnificent Times,Comedy,plastic surgeon publishes ad searching slave even meant ironic way really looking housemaid lot showing front house next day
35624,35624,428355,Nick Thune: Good Guy,Comedy,living legend nick thune take stage portland oregon explains stunning transformation good guy
35730,35730,323426,Shamitabh,Comedy|Drama|Thriller,mute aspiring actor join force man powerful voice together take film industry storm ego get way
35756,35756,253944,"If You Don't, I Will",Comedy,couple go hike wood woman refuse return
35771,35771,318184,Douchebags,Comedy,getting fired advertising agency project manager rain try make new company tried convince andres film director join hope getting feature film contract everything go smoothly lie surface
35789,35789,366514,Up for Love,Comedy|Romance,diane lawyer divorced three year loses mobile telephone receives call person find person alexandre charming man perfect gentleman make connection phone agree meet following day alexandre arrives surprise store diane discovers 4 6 tall moment diane try overcome prejudice society fear experience best time life
35843,35843,573911,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",Comedy,gabriel fluffy iglesias discus teenage son encounter snoop dogg chris rock vicente special 2019
35862,35862,120990,Jim Norton: Please Be Offended,Comedy,caustic comedian author jim norton pull punch first epix comedy special going laugh intended faint heart among target national hypersensitivity epidemic leading celebrity talking head regular joes alike get offended anything norton got message people title
36147,36147,238177,Jimmy Carr: Laughing and Joking,Comedy,touring million people hosting hit show 8 10 cat live big fat quiz year mean jimmy know thing two making people laugh show packed story clever rude totally unacceptable
36291,36291,547009,Greener Grass,Comedy,suburban soccer mom find constantly competing personal life kid settle difference field
36439,36439,309887,Bad Asses on the Bayou,Action|Comedy,third installment successful bad as franchise bad ass bayou reunites dynamic duo frank vega danny trejo bernie pope danny glover travel louisiana attend wedding dear friend carmen gutierrez loni love pictured wedding weekend escape south turn violently ugly madness mayhem ensue pressing senior hero serve justice
36508,36508,153795,Straight A's,Comedy|Drama,pressured deceased mother ghost return home family abandoned former addict grab bag pill sack marijuana hit road shreveport
36523,36523,526050,Little,Comedy|Fantasy,jordan sander tech mogul wake one morning body self right presentation beleaguered assistant april one secret daily tormentor trapped awkward tween body everything line
36575,36575,139357,Pizza,Comedy|Horror|Romance|Thriller,michael pizza delivery boy life anu aspiring horror fiction writer one day delivery run go bungalow mysterious event begin unfold
36585,36585,423525,Reunion 2: The Bachelor Party,Comedy,career tuomas music industry downhill spiral plan getting married leila full swing niklas antti decide throw tuomas bachelor party time thing always turn planned dude end funeral service old classmate
36761,36761,326333,"Liza, the Fox-Fairy",Comedy|Fantasy|Romance,liza lonely nurse want fall love company japanese pop star turn jealousy every man desire liza shall die horribly overcome curse
36781,36781,417830,Diary of a Wimpy Kid: The Long Haul,Children|Comedy,heffley family road trip attend meemaw 90th birthday party go hilariously course thanks greg newest scheme get video gaming convention
36833,36833,425716,Small Town Killers,Comedy|Crime,two tradesman ib edward tired lifeless marriage dream living good life stash money earned moonlighting year huge fight wife two men get drunk hire russian contract killer hit spouse badly underestimated wife becomes start absurd journey ib edward horror end top kill list
36925,36925,352501,All Nighter,Comedy,workaholic father trying visit daughter last minute layover los angeles discovers disappeared force awkward nervous still nursing broken heart help find course one increasingly crazy night
37049,37049,180147,We Are the Nobles,Comedy,tell rich rag story noble three appear limit checkbook direction life one day father try teach lesson staging financial scandal force whole family escape old house poor side town lead kid done get job
37070,37070,514266,Io sono Tempesta,Comedy|Drama,avoid jail businessman sentenced year community service homeless shelter
37087,37087,429210,Bingo: The King of the Mornings,Comedy|Drama,1980s brazilian television exploding color auditorium program politically correct middle fervor augusto mendes young rising actor seek place sun porn studio soap opera finally find success fame becomes bingo tv host clown one audience leader tv show child turn behind rice powder red nose nobody know
37119,37119,482981,Wild Rose,Comedy|Drama,young scottish singer harlan dream making country artist nashville released prison
37171,37171,460713,102 Not Out,Children|Comedy|Drama,unusual relationship son father want break record
37198,37198,155887,A Prince (almost) Charming,Comedy|Romance,romantic comedy convinced bachelor also busy busy almost missed daughter wedding ceremony
37219,37219,203715,Aya of Yop City,Animation|Comedy,aya dream becoming doctor two best friend adjoua bintou like hang spend evening dancing drinking flirting boy ambition follow plan c comb clothes chasing men big trouble come town adjoua realizes pregnant baby father spoiled son one richest feared men whole country
37357,37357,531736,"To Each, Her Own",Comedy|Romance,simone work courage tell conservative jewish family lesbian find attracted male senegalese chef
37489,37489,360007,Patchwork,Comedy|Horror,delightfully dark horror comedy corpse made stitched together body part three murdered young woman decides go bloody quest find killer avenge death
37497,37497,188180,Body Fat Index of Love,Comedy,stigu ella relationship stigu secretly love settle get ella want nothing find work project designing advertisement family federation sustainable relationship seems like mission impossible since ella believe whole concept stigu know nothing
37502,37502,118051,Cocktail,Comedy|Drama|Romance,shy simple traditional girl leaf family india new husband london meet shameless flirt complicated party girl
37532,37532,432613,"Marry Me, Dude",Comedy,yassine asks best friend fred marry order avoid deportation
37568,37568,285860,Guidance,Comedy,fabricating credential score job high school guidance counsellor boozing former child star becomes improbable hit student dispensing worst advice possible hilarious reprobate comedy pat mill
37581,37581,209249,The Love Punch,Comedy,retirement last divorced company owner richard jones looking forward existence arrives office last day work much dismay discovers management buyout company fraudulent company bankrupt employee pension fund including embezzled enlisting help kate richard set track shady businessman behind fraud
37609,37609,231176,Sun in Buckets,Comedy,story father son road trip south north
37641,37641,491633,Marvel Rising: Secret Warriors,Action|Animation|Comedy,threat one could expected bear marvel universe ragtag untrained band teen choice rise together prove world sometimes difference name
37648,37648,211005,"Sex, Drugs & Taxation",Comedy|Drama,maybe best thing come scandinavia hippie year fact story radical libertarian hedonist capitalist friendship forged outsider conformist country took year adulation success slight detour welcoming arm vilification imprisonment joyride taxation mass travel hooker politics feeling constrained historical fact director christoffer boe story simon spy mogens glistrup cover decade tale warmth humour defiance eccentricity
37775,37775,426338,Holy Camp!,Comedy|Romance,susana two rebellious teenager spend summer catholic camp grounded weekend unexpected arrival unexpected way change feeling life love freedom
37829,37829,443012,"The Good, the Bad & the Corny",Comedy,artistic director put pressure wealthy investor make police movie featuring two commercial actor director belief worst choice film order prepare role enlists help police officer
37832,37832,533148,Ek Ladki Ko Dekha Toh Aisa Laga,Comedy|Drama|Romance,sweety contend family want get married ultimate truth love might find acceptance family society
37867,37867,194872,Running Man,Action|Comedy|Thriller,played sin poor beleagured taxi driver bad attitude understandable given kind client deal one night polite man offer outrageous sum money rent taxi extended period jong woo ask question though make rather cheerful inappropriate conversation uninterested charge difficult blame given take time realize protagonist comedy thriller
37870,37870,463053,Ibiza,Comedy|Romance,could responsible thing could go ibiza best friend chase hot dj easy choice
37939,37939,197033,Geography Club,Comedy|Drama|Romance,movie tell story unfolding every high school around country story kid hiding true identity plain sight even feverishly pursue heart desire
38070,38070,530076,Corporate Animals,Comedy|Horror,disaster strike egotistical ceo edible cutlery company lead staff corporate trip new mexico trapped underground mismatched disgruntled group must pull together survive
38240,38240,376716,Elections Day 2,Comedy,igor tsaplin want elected third term pr team already familiar u help
38436,38436,454764,Sundowners,Comedy,filming wedding thankless job alex justin get chance shoot destination wedding mexico take opportunity escape sheltered life bos playing fast loose detail lucky even find
38484,38484,456280,Foam Party!,Comedy|Romance,message circulates mobile phone mobile phone bunch stranger meet mansion come searching sex never orgy full love
38530,38530,364060,Middle Man,Comedy|Crime|Drama,hapless unfunny comedian pick mysterious hitchhiker way vega audition monte guy show unwittingly becomes trapped killing spree also unexpected consequence improves comedy
38566,38566,337663,Tooken,Action|Comedy,spoof taken franchise agent mall security guard discovers thing taken must team mom also agent defeat rival save family
38655,38655,460793,Olaf's Frozen Adventure,Adventure|Animation|Children|Comedy|Fantasy,olaf mission harness best holiday tradition anna elsa kristoff
38678,38678,229408,Minions: Training Wheels,Adventure|Animation|Children|Comedy|Sci-Fi,margo edith agnes spot ice cream truck three go truck agnes fall attempt pedal truck minion seeing upset decide build motorcycle agnes go little ride around town
38954,38954,422615,The Clapper,Comedy,eddie krumble work paid audience member infomercial experience whirlwind overnight fame talk show host publicizes frequent infomercial appearance
38957,38957,245917,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,Action|Animation|Comedy,would happened shiroyasha never existed edo thrown chaos mysterious cause sakata gintoki life world future changed without happened yorozuya gintoki ghost past must carry burden order save friend must finish biggest job ever may final job yorozuya
39008,39008,535340,Iliza Shlesinger: Elder Millennial,Comedy,filmed february 23 2018 aboard us hornet comedian iliza shlesinger brings elder millennial perspective audience recently engaged dive undeniable truth life age looking back insanity road traveled come iliza talk first apartment woman inner dragon peacock mating call newfound urge squeeze chubby baby leg
39171,39171,257668,Towards the Day of Doom,Comedy,four story finnish life intersect first one drum artist monkki arrives renovation job old band mate summer villa second story revolves around wannabe motorcycle gang leader jouni humiliated village shop thirdly 1960s star reporter erkki likasanko start writing lifetime story womanizing arvo hakala pipe organ repair man fourth story fantasy film director kurt kurre von riikonen looking financing upcoming movie excalibur iv catastrophic consequence
39213,39213,347979,Horoscope for Good Luck,Comedy|Romance,max fall hand happy horoscope must follow 30 day performing insane order obtain previously unavailable beauty success one day max horoscope replaced
39245,39245,384727,The Ideal,Comedy,octave parango former concept 99 franc become model scout moscow cynical hedonist lead pleasant life arm young russian model private jet oligarch friend day contacted ideal world leading cosmetic firm embroiled huge medium scandal antihero seven day find new muse traveling confines russia order valentine winfield hard authoritarian visual director
39328,39328,408546,David Cross: Making America Great Again,Comedy,nothing david cross unapologetic insightful biting netflix original comedy special making america great filmed live paramount theatre austin tx cross take aim current political landscape
39507,39507,149763,Men Do what Men Can,Comedy,confirmed bachelor paul fall iris unfortunately good married although friend woman problem end moving paul apartment concoct daring plan help paul save iris marrying wrong man
39685,39685,496943,This Is Bob Hope...,Comedy|Documentary,career bob hope performer achieve success every form mass entertainment american master explores entertainer life personal archive clip classic film
39702,39702,502147,Wild Nights with Emily,Comedy|Drama,explore emily dickinson vivacious irreverent side covered year notably lifelong romantic relationship another woman
39783,39783,343921,A Deadly Adoption,Comedy|Thriller,thing go awry author wife welcome pregnant woman home plan adopt baby
39859,39859,331251,Twenty,Comedy|Drama,story three friend turned twenty age whatever want love whoever want opportunity abroad
40220,40220,513045,Stuber,Action|Comedy,crashing car cop recovering eye surgery recruit uber driver help catch heroin dealer mismatched pair soon find wild day stakeout shootout encounter city seedy side
40244,40244,96683,Lewis Black: In God We Rust,Comedy,emmy nominated lewis black hit historic state theatre stage minneapolis cathartic ride issue baffling world inept politician shortcoming technology absurdity social medium topic left unexplored sold performance bestselling author actor playwright daily show contributor
40297,40297,580846,Katherine Ryan: Glitter Room,Comedy,fresh tour comedian katherine ryan share shrewd observation school bully revenge body raising fancy child
40355,40355,447061,Red Nose Day Actually,Comedy|Romance,fourteen year event first film series encounter people britain reminds u different time love actually exists
40404,40404,305342,Dean,Comedy,freelance illustrator new york suffers crisis leaf home west coast
40474,40474,336652,Two Friends,Comedy|Romance,mona prisoner work release meet shy actor desperate impress mona recruit extroverted friend abel help mona becomes interested abel set conflict two friend meanwhile mona attempt keep past hidden
40480,40480,83754,You Are My Pet,Comedy|Romance,woman find man box front home take jokingly say want keep pet since man reminds childhood dog man agrees later woman discovers man dance prodigy complication arise old flame college return
40601,40601,130627,Get Out,Animation|Comedy,doctor unrelentingly try convince phobic guy come isolation room
40635,40635,502682,Book Club,Comedy|Romance,four lifelong friend decide life could change becoming nasty reading fifty shade grey monthly book club get inspiration handle sexual pleasure elderly age
40723,40723,105965,Beverly Hills Chihuahua 3: Viva la Fiesta!,Adventure|Children|Comedy,papi chloe pup uncle pedro owner move hotel smallest pup rosa feel like fit papi want make feel better showing special
40774,40774,567604,Once Upon a Deadpool,Action|Comedy,kidnapped fred savage forced endure deadpool rendition deadpool 2 princess story full magic wonder zero f
40791,40791,139380,Nativity 2: Danger in the Manger!,Children|Comedy,sequel popular british comedy see new teacher david tennant take enters school national christmas competition pregnant wife schoolchildren embark epic road trip end birth donkey must embrace fear become hero
40903,40903,460216,Humor Me,Comedy,interminable case writer block personal family crisis playwright nate forced move father retirement community
40926,40926,473044,Bella Donna's,Comedy|Romance,death best friend three young woman decide complete bucket list find one particular entry exceptionally challenging finding true love
41239,41239,265449,Summer of Blood,Comedy|Horror,lousy lover egocentric eric sparrow dumped girlfriend rejecting marital proposal failed date luck turn chance encounter vampire turn sex god
41296,41296,300602,Capture the Flag,Adventure|Animation|Comedy,brave determined mike goldwing discovers eccentric billionaire plan fly moon steal vast valuable natural resource destroy american flag planted apollo xi astronaut man historic moon landing countdown spectacular adventure begin mike teamed grandfather best friend amy marty clever chameleon blast incredible mission determined thwart billionaire evil plan capture flag reunite family
41349,41349,189204,Lovestruck: The Musical,Comedy|Fantasy|Musical|Romance,harper one best dancer hit broadway injury caused leave spotlight become choreographer raise daughter mirabella mirabella decides quit show get married mother determined put stop wedding show mirabella give career love
41359,41359,550416,Flight of the Conchords: Live in London,Comedy,new zealand 4th popular parody duo back special concert live london apollo
41387,41387,340275,Chi-Raq,Comedy|Drama,modern day adaptation ancient greek play lysistrata aristophanes set backdrop gang violence chicago
41489,41489,338913,Bill,Comedy,really happened shakespeare year hopeless lute player bill shakespeare leaf home follow dream
41543,41543,505418,The Escape of Prisoner 614,Adventure|Comedy|Crime,two inept sheriff deputy catch escaped prisoner believe wrongly convicted
41639,41639,292191,Bachelor Night,Comedy,bachelor party bachelorette party cross path vega best man maid honor save friend night epic mistake
41702,41702,381890,The Mermaid,Comedy|Fantasy|Romance|Sci-Fi,playboy business tycoon liu xuan purchase green gulf wildlife reserve sea reclamation project us sonar technology get rid sea life area unknown green gulf home merpeople sonar caused many succumb illness die xuan business venture area threatened cross path mermaid sent avenge people
41802,41802,487702,F*&% the Prom,Comedy,maddy cole inseparable friend high school started maddy became popular girl campus start feeling lonely heartbroken reconnects cole duo conspire destroy ultimate teen popularity contest
41873,41873,275985,The Coed and the Zombie Stoner,Comedy,sorority girl fall love zombie matter time zombie apocalypse unleashed campus sorority girl discovers weed cure must smoke whole school late
42024,42024,75874,Patton Oswalt: Finest Hour,Comedy,patton oswalt brings deeply insightful creative comedy topic trying good example daughter bewilderment still circus crack addict new york
42084,42084,576720,Aurora,Comedy|Drama|Romance,carefree commitment phobic woman fall man small daughter whilst helping find wife dy
42116,42116,297362,Teacher of the Year,Comedy,surrounded eccentric faculty truman high school mitch carter win california teacher year award immediately receives tempting offer may force leave job
42118,42118,105001,Iceman,Action|Comedy|Sci-Fi,imperial guard three traitorous childhood friend ordered hunt get accidentally buried kept frozen time 400 year later defrosted continuing battle left behind
42293,42293,462550,Family,Comedy,kate stone brash attitude keep relationship arm length estranged brother call asking tween niece maddie kate reluctantly agrees help overnight unexpectedly turn week kate life spin chaos maddie reveals story bullied wanting run away juggalo two form unique bond
42340,42340,277967,Life Eternal,Comedy|Crime|Thriller,brenner return graz city grew confronted old friend former girlfriend major sin committed young murder fateful gunshot head result brenner come coma begin search person tried kill however everybody claim responsible beginning brenner end rope could face new beginning end
42441,42441,382079,Donald Trump's The Art of the Deal: The Movie,Comedy,donald trump money power respect eastern european bride success come nothing first inherited million dollar rich father grabbed new york city ball learn art negotiation real estate brass
42514,42514,251016,Patton Oswalt: Tragedy Plus Comedy Equals Time,Comedy,performing packed house spreckels theater san diego comedian patton oswalt delivers blistering set trademark blend acerbic wit unabashed silliness topic include wide array modern issue future nation outing gone wrong
42522,42522,238869,All Inclusive 2,Comedy,continuation funny adventure hero inclusive ili vsyo vklyucheno 2011
42542,42542,382518,Last Call for Nowhere,Comedy,french border cop fernandez one last extradition promotion crime bureau detainee akim victim judiciary glitch outraged find saddled identity potential terrorist put flight back kabul never even set foot start routine trip fernandez partner guy go haywire plane grounded malta forcing bunk akim stop nothing avoid extradition
42543,42543,159638,Ghost Team One,Comedy|Horror,two roommate deathly afraid ghost fall love girl belief home haunted
42591,42591,148331,Solovey-Razboynik,Action|Adventure|Comedy,story daring romance solovyov sevastyanov ctupivshem call blood path valiant russian robbery security force led secret agent trying close h7 gang nightingale robber drive mischief restores fairness native land sooner later every tale come end
42628,42628,369883,Middle School: The Worst Years of My Life,Comedy,quiet teenage artist rafe katchadorian wild imagination sick middle school rule put rafe best friend leo come plan break every rule school hand book expect trouble follows
42746,42746,236028,Castello Cavalcanti,Comedy,1955 italy race car driver jed cavalcanti suffers mishap molte miglia rally find small town familial surprise
42770,42770,280422,All at Once,Comedy|Crime,tim dan fellow loser provincial town study want work girlfriend way dream hope get everything guy taken perform task local bandit
42838,42838,397601,The Bachelors,Comedy|Drama,early death wife mourning father move teenage son across country private school teaching job life begin transform due two unique woman help embrace life love
42884,42884,477313,In the Family,Children|Comedy,neurotic fikret tavern singer solmaz whose 21 year long relationship end day meet funny coincidence solmaz daughter zeynep decides marry lover adana fikret end play role life intended first kept family wedding becomes much bigger event upon insistence groom relative hero come term traditional adana family carry gun kebab restaurant chain see wedding without mishap
42902,42902,118690,Keith Lemon: The Film,Comedy,dream becoming successful entrepreneur like beloved richard branson lemon bid farewell hometown leeds head capital becomes overnight billionaire seems everything going way long discovers life cruel kind
42957,42957,438514,Sylvio,Comedy,small town gorilla join local tv program series mishap threaten shatter identity sending adventure reality fantasy start blend
43008,43008,345915,Once Upon a Time in Venice,Comedy,steve ford private detective venice beach good lady bad punch wild dog buddy local thug steal buddy ford turn spyder devious leader forge unlikely alliance help best friend steve pull big gun retrieve spyder stolen cash cocaine save buddy
43073,43073,317981,Bloodsucking Bastards,Comedy|Horror,luck cubicle worker slacker best friend discover new bos vampire turning coworkers
43152,43152,274326,Trailer Park Boys: Live in F**kin' Dublin,Comedy,boy head ireland winning contest see rush arrested immigration must perform community service puppet show
43294,43294,457859,About Love. Adults Only,Comedy|Drama|Romance,second part film love moscow summer new lecture new lecturer new theme preserve love modern world five new story love hero still suffer struggle love even often get absurd ridiculous situation yet trust love even
43517,43517,159673,He's Way More Famous Than You,Comedy,indie film starlet halley feiffer loses boyfriend agent career one fell swoop finally realizes something life got change become way famous armed stolen script two pitcher sangria halley enlists help brother ryan boyfriend make movie starring course celebrity land along way
43627,43627,575942,Sword of Trust,Comedy|Drama,cynthia mary show collect cynthia inheritance deceased grandfather item received antique sword believed proof south civil war
43704,43704,251626,Hasee Toh Phasee,Comedy|Romance,eve nikhil karishma engagement karishma wealthy father devesh solanki express disapproval believing nikhil lackadaisical young man one week prove worthy marry karishma nikhil karishma sister meeta grow closer
43717,43717,182131,Little Witch Academia,Action|Animation|Comedy|Fantasy,inspired magician named shiny chariot lively akko kagari enters little witch academy dream one day becoming cool idol
43741,43741,412519,Honey 3: Dare to Dance,Comedy,attending college cape town melea martin feel constrained school strict policy decides set searching way use talent dancer inspire community around melea rent failing theater order put romeo juliet performance much like capulets montagues conflict cast member threaten bring whole performance halt
43879,43879,137315,Every Blessed Day,Comedy,guido antonia young couple opposed character background work night job doorman work day car rental service story happens decide child
44045,44045,348318,Keet & Koen: The Treasure Hunt,Children|Comedy,keet koen street artist entertainer theme park family movie mission search missing clown bassie acrobat adriaan bassie adriaan well known among young old received award great merit people rescuer eternal enemy old baron want prevent course command cousin abduct bassie adriaan keet koen prove full successor bassie adriaan proceed exciting search famous duo kidnapped
44128,44128,393445,Ae Dil Hai Mushkil,Comedy|Drama|Romance,ayan fall love soulmate alizeh reciprocate feeling later relationship saba help realize alizeh value life irrespective relationship status
44219,44219,266782,The Improv: 50 Years Behind the Brick Wall,Comedy|Documentary,several comic great pay tribute legendary stage founded budd friedman 1963
44238,44238,616700,Whitney Cummings: Can I Touch It?,Comedy,fourth special whitney cummings return hometown washington riff modern feminism technology
44286,44286,554647,Zombiepura,Comedy|Horror,mysterious virus break isolated army camp lazy reservist soldier tough commander must work together survive learn mean real soldier
44322,44322,253192,Faster Than Rabbits,Comedy,three friend awake stormy party totally unfamiliar place company stranger try understand got people really happened eve
44456,44456,403936,Deon Cole: Cole-Blooded Seminar,Comedy,veteran deon cole dazzle crowd sharp joke easy charm first special pontificate subject ranging endless us plastic bag know aging never another black president cole observation race society everyday life often absurd always intelligent
44547,44547,283201,Finding Fanny,Comedy|Drama|Romance,five friend goa get lost journey discover lot childhood sweetheart old postman
44567,44567,103609,Bindlestiffs,Action|Adventure|Comedy,three high school virgin suspended school bogus graffiti charge flee inner city attempt live plot catcher rye book neither read understand bindlestiffs document struggle along way surrender virginity vagrant prostitute crack fiend hot tail charlie deranged school security guard impression boy planning school shooting take law hand stop save america
